volumeId	imgSeq	imgUrl
V1GS66030_I1GS66239	187	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390187.tif/full/max/0/default.png
V1GS66030_I1GS66239	188	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390188.tif/full/max/0/default.png
V1GS66030_I1GS66239	189	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390189.tif/full/max/0/default.png
V1GS66030_I1GS66239	190	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390190.tif/full/max/0/default.png
V1GS66030_I1GS66239	191	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390191.tif/full/max/0/default.png
V1GS66030_I1GS66239	192	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390192.tif/full/max/0/default.png
V1GS66030_I1GS66239	193	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390193.tif/full/max/0/default.png
V1GS66030_I1GS66239	194	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390194.tif/full/max/0/default.png
V1GS66030_I1GS66239	195	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390195.tif/full/max/0/default.png
V1GS66030_I1GS66239	196	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390196.tif/full/max/0/default.png
V1GS66030_I1GS66239	197	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390197.tif/full/max/0/default.png
V1GS66030_I1GS66239	198	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390198.tif/full/max/0/default.png
V1GS66030_I1GS66239	199	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390199.tif/full/max/0/default.png
V1GS66030_I1GS66239	200	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390200.tif/full/max/0/default.png
V1GS66030_I1GS66239	201	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390201.tif/full/max/0/default.png
V1GS66030_I1GS66239	202	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390202.tif/full/max/0/default.png
V1GS66030_I1GS66239	203	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390203.tif/full/max/0/default.png
V1GS66030_I1GS66239	204	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390204.tif/full/max/0/default.png
V1GS66030_I1GS66239	205	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390205.tif/full/max/0/default.png
V1GS66030_I1GS66239	206	https://iiif.bdrc.io/bdr:V1GS66030_I1GS66239::I1GS662390206.tif/full/max/0/default.png
